State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Population in the age group 0-6 Male,Population in the age group 0-6 Female,Scheduled Castes population Person,Scheduled Castes population Male,Scheduled Castes population Female,Scheduled Tribes population Person,Scheduled Tribes population Male,Scheduled Tribes population Female,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Working Population Person,Main Working Population Male,Main Working Population Female,Main Cultivator Population Person,Main Cultivator Population Male,Main Cultivator Population Female,Main Agricultural Labourers Population Person,Main Agricultural Labourers Population Male,Main Agricultural Labourers Population Female,Main Household Industries Population Person,Main Household Industries Population Male,Main Household Industries Population Female,Main Other Workers Population Person,Main Other Workers Population Male,Main Other Workers Population Female,Marginal Worker Population Person,Marginal Worker Population Male,Marginal Worker Population Female,Marginal Cultivator Population Person,Marginal Cultivator Population Male,Marginal Cultivator Population Female,Marginal Agriculture Labourers Population Person,Marginal Agriculture Labourers Population Male,Marginal Agriculture Labourers Population Female,Marginal Household Industries Population Person,Marginal Household Industries Population Male,Marginal Household Industries Population Female,Marginal Other Workers Population Person,Marginal Other Workers Population Male,Marginal Other Workers Population Female,Marginal Worker Population 3_6 Person,Marginal Worker Population 3_6 Male,Marginal Worker Population 3_6 Female,Marginal Cultivator Population 3_6 Person,Marginal Cultivator Population 3_6 Male,Marginal Cultivator Population 3_6 Female,Marginal Agriculture Labourers Population 3_6 Person,Marginal Agriculture Labourers Population 3_6 Male,Marginal Agriculture Labourers Population 3_6 Female,Marginal Household Industries Population 3_6 Person,Marginal Household Industries Population 3_6 Male,Marginal Household Industries Population 3-6 Female,Marginal Other Workers Population Person 3_6 Person,Marginal Other Workers Population Person 3_6 Male,Marginal Other Workers Population Person 3_6 Female,Marginal Worker Population 0_3 Person,Marginal Worker Population 0_3 Male,Marginal Worker Population 0_3_Female,Marginal Cultivator Population 0_3 Person,Marginal Cultivator Population 0_3 Male,Marginal Cultivator Population 0_3_Female,Marginal Agriculture Labourers Population 0_3 Person,Marginal Agriculture Labourers Population 0_3 Male,Marginal Agriculture Labourers Population 0_3 Female,Marginal Household Industries Population 0_3 Person,Marginal Household Industries Population 0_3 Male,Marginal Household Industries Population 0_3 Female,Marginal Other Workers Population 0_3 Person,Marginal Other Workers Population 0_3 Male,Marginal Other Workers Population 0_3 Female,Non Working Population Person,Non Working Population Male,Non Working Population Female
32,594,0056,000000,0000,000000,KERALA,Thrissur,CD BLOCK,Chowwannur,Total,35730,152284,71412,80872,16635,8564,8071,18602,8957,9645,176,76,100,130080,61119,68961,22204,10293,11911,48838,36447,12391,43304,33501,9803,1279,1135,144,2939,1897,1042,905,683,222,38181,29786,8395,5534,2946,2588,211,139,72,682,391,291,175,78,97,4466,2338,2128,4567,2495,2072,177,119,58,589,346,243,142,69,73,3659,1961,1698,967,451,516,34,20,14,93,45,48,33,9,24,807,377,430,103446,34965,68481
32,594,0056,000000,0000,000000,KERALA,Thrissur,CD BLOCK,Chowwannur,Rural,7028,30575,14326,16249,3465,1787,1678,3470,1635,1835,36,15,21,25932,12158,13774,4643,2168,2475,10191,7538,2653,8837,6795,2042,406,340,66,430,249,181,203,145,58,7798,6061,1737,1354,743,611,57,28,29,228,165,63,22,10,12,1047,540,507,1126,636,490,52,24,28,209,157,52,14,6,8,851,449,402,228,107,121,5,4,1,19,8,11,8,4,4,196,91,105,20384,6788,13596
32,594,0056,000000,0000,000000,KERALA,Thrissur,CD BLOCK,Chowwannur,Urban,28702,121709,57086,64623,13170,6777,6393,15132,7322,7810,140,61,79,104148,48961,55187,17561,8125,9436,38647,28909,9738,34467,26706,7761,873,795,78,2509,1648,861,702,538,164,30383,23725,6658,4180,2203,1977,154,111,43,454,226,228,153,68,85,3419,1798,1621,3441,1859,1582,125,95,30,380,189,191,128,63,65,2808,1512,1296,739,344,395,29,16,13,74,37,37,25,5,20,611,286,325,83062,28177,54885
32,594,0056,627714,0000,000000,KERALA,Thrissur,VILLAGE,Perumpilavu,Rural,2228,9896,4655,5241,1217,630,587,1272,621,651,8,2,6,8206,3877,4329,1690,778,912,3101,2326,775,2616,2055,561,92,79,13,115,67,48,79,52,27,2330,1857,473,485,271,214,16,9,7,24,14,10,15,7,8,430,241,189,372,207,165,13,6,7,17,9,8,8,3,5,334,189,145,113,64,49,3,3,0,7,5,2,7,4,3,96,52,44,6795,2329,4466
32,594,0056,627736,0000,000000,KERALA,Thrissur,VILLAGE,Chowwannur (Part),Rural,1616,6907,3244,3663,706,355,351,570,267,303,22,9,13,5997,2817,3180,910,427,483,2329,1793,536,1933,1494,439,68,60,8,209,121,88,64,52,12,1592,1261,331,396,299,97,3,3,0,175,144,31,0,0,0,218,152,66,377,287,90,2,2,0,172,144,28,0,0,0,203,141,62,19,12,7,1,1,0,3,0,3,0,0,0,15,11,4,4578,1451,3127
32,594,0056,627737,0000,000000,KERALA,Thrissur,VILLAGE,Mangad (Part),Rural,934,3989,1853,2136,413,218,195,579,265,314,0,0,0,3450,1600,1850,539,253,286,1442,963,479,1200,879,321,110,78,32,57,27,30,17,14,3,1016,760,256,242,84,158,8,2,6,29,7,22,5,3,2,200,72,128,181,64,117,7,2,5,20,4,16,4,3,1,150,55,95,61,20,41,1,0,1,9,3,6,1,0,1,50,17,33,2547,890,1657
32,594,0056,627738,0000,000000,KERALA,Thrissur,VILLAGE,Kanipayyur (Part),Rural,782,3245,1511,1734,341,174,167,421,190,231,0,0,0,2781,1298,1483,464,213,251,1101,823,278,1064,810,254,54,49,5,20,16,4,6,5,1,984,740,244,37,13,24,7,4,3,0,0,0,0,0,0,30,9,21,35,11,24,7,4,3,0,0,0,0,0,0,28,7,21,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2144,688,1456
32,594,0056,627739,0000,000000,KERALA,Thrissur,VILLAGE,Chemmanthatta,Rural,1468,6538,3063,3475,788,410,378,628,292,336,6,4,2,5498,2566,2932,1040,497,543,2218,1633,585,2024,1557,467,82,74,8,29,18,11,37,22,15,1876,1443,433,194,76,118,23,10,13,0,0,0,2,0,2,169,66,103,161,67,94,23,10,13,0,0,0,2,0,2,136,57,79,33,9,24,0,0,0,0,0,0,0,0,0,33,9,24,4320,1430,2890
32,594,0056,627760,0000,000000,KERALA,Thrissur,TOWN,Kadavallur (CT),Urban,2955,12912,6091,6821,1362,725,637,2486,1235,1251,21,10,11,11066,5216,5850,1846,875,971,4232,3171,1061,3792,2985,807,101,89,12,299,185,114,102,65,37,3290,2646,644,440,186,254,16,14,2,74,35,39,15,7,8,335,130,205,357,152,205,14,13,1,71,34,37,13,7,6,259,98,161,83,34,49,2,1,1,3,1,2,2,0,2,76,32,44,8680,2920,5760
32,594,0056,627761,0000,000000,KERALA,Thrissur,TOWN,Kattakampal (CT),Urban,2697,11836,5419,6417,1309,654,655,2178,1001,1177,21,10,11,10221,4694,5527,1615,725,890,3737,2797,940,3406,2609,797,112,104,8,169,103,66,42,32,10,3083,2370,713,331,188,143,23,18,5,25,14,11,3,1,2,280,155,125,260,154,106,17,16,1,19,12,7,1,1,0,223,125,98,71,34,37,6,2,4,6,2,4,2,0,2,57,30,27,8099,2622,5477
