"State/UTs_Code","District_Code","CD Block_Code","Town/Village_Code","Ward_Code","EB_Code","State/UTs_Name","District_Name","Level","Name","Total/Rural/Urban","No of Households","Total Population Person","Total Population Male","Total Population Female","Population in the age group 0-6 Person","Population in the age group 0-6 Male","Population in the age group 0-6 Female","Scheduled Castes population Person","Scheduled Castes population Male","Scheduled Castes population Female","Scheduled Tribes population Person","Scheduled Tribes population Male","Scheduled Tribes population Female","Literates Population Person","Literates Population Male","Literates Population Female","Illiterate Persons","Illiterate Male","Illiterate Female","Total Worker Population Person","Total Worker Population Male","Total Worker Population Female","Main Working Population Person","Main Working Population Male","Main Working Population Female","Main Cultivator Population Person","Main Cultivator Population Male","Main Cultivator Population Female","Main Agricultural Labourers Population Person","Main Agricultural Labourers Population Male","Main Agricultural Labourers Population Female","Main Household Industries Population Person","Main Household Industries Population Male","Main Household Industries Population Female","Main Other Workers Population Person","Main Other Workers Population Male","Main Other Workers Population Female","Marginal Worker Population Person","Marginal Worker Population Male","Marginal Worker Population Female","Marginal Cultivator Population Person","Marginal Cultivator Population Male","Marginal Cultivator Population Female","Marginal Agriculture Labourers Population Person","Marginal Agriculture Labourers Population Male","Marginal Agriculture Labourers Population Female","Marginal Household Industries Population Person","Marginal Household Industries Population Male","Marginal Household Industries Population Female","Marginal Other Workers Population Person","Marginal Other Workers Population Male","Marginal Other Workers Population Female","Marginal Worker Population 3_6 Person","Marginal Worker Population 3_6 Male","Marginal Worker Population 3_6 Female","Marginal Cultivator Population 3_6 Person","Marginal Cultivator Population 3_6 Male","Marginal Cultivator Population 3_6 Female","Marginal Agriculture Labourers Population 3_6 Person","Marginal Agriculture Labourers Population 3_6 Male","Marginal Agriculture Labourers Population 3_6 Female","Marginal Household Industries Population 3_6 Person","Marginal Household Industries Population 3_6 Male","Marginal Household Industries Population 3-6 Female","Marginal Other Workers Population Person 3_6 Person","Marginal Other Workers Population Person 3_6 Male","Marginal Other Workers Population Person 3_6 Female","Marginal Worker Population 0_3 Person","Marginal Worker Population 0_3 Male","Marginal Worker Population 0_3_Female","Marginal Cultivator Population 0_3 Person","Marginal Cultivator Population 0_3 Male","Marginal Cultivator Population 0_3_Female","Marginal Agriculture Labourers Population 0_3 Person","Marginal Agriculture Labourers Population 0_3 Male","Marginal Agriculture Labourers Population 0_3 Female","Marginal Household Industries Population 0_3 Person","Marginal Household Industries Population 0_3 Male","Marginal Household Industries Population 0_3 Female","Marginal Other Workers Population 0_3 Person","Marginal Other Workers Population 0_3 Male","Marginal Other Workers Population 0_3 Female","Non Working Population Person","Non Working Population Male","Non Working Population Female"
"32","597","0096","000000","0000","000000","KERALA","Kottayam","CD BLOCK","Uzhavoor","Total","36617","147771","73110","74661","12484","6287","6197","8492","4142","4350","557","273","284","131639","65416","66223","16132","7694","8438","60531","41508","19023","47926","35681","12245","7809","6962","847","4665","3614","1051","981","720","261","34471","24385","10086","12605","5827","6778","1388","864","524","1900","1140","760","606","161","445","8711","3662","5049","9921","4880","5041","1059","715","344","1487","953","534","440","114","326","6935","3098","3837","2684","947","1737","329","149","180","413","187","226","166","47","119","1776","564","1212","87240","31602","55638"
"32","597","0096","000000","0000","000000","KERALA","Kottayam","CD BLOCK","Uzhavoor","Rural","36617","147771","73110","74661","12484","6287","6197","8492","4142","4350","557","273","284","131639","65416","66223","16132","7694","8438","60531","41508","19023","47926","35681","12245","7809","6962","847","4665","3614","1051","981","720","261","34471","24385","10086","12605","5827","6778","1388","864","524","1900","1140","760","606","161","445","8711","3662","5049","9921","4880","5041","1059","715","344","1487","953","534","440","114","326","6935","3098","3837","2684","947","1737","329","149","180","413","187","226","166","47","119","1776","564","1212","87240","31602","55638"
"32","597","0096","000000","0000","000000","KERALA","Kottayam","CD BLOCK","Uzhavoor","Urban","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","597","0096","628113","0000","000000","KERALA","Kottayam","VILLAGE","Veliyannoor","Rural","2582","9917","4942","4975","790","408","382","281","139","142","32","24","8","8760","4397","4363","1157","545","612","4127","2800","1327","2965","2227","738","349","315","34","269","203","66","83","60","23","2264","1649","615","1162","573","589","207","101","106","220","104","116","46","12","34","689","356","333","871","477","394","118","73","45","146","83","63","23","7","16","584","314","270","291","96","195","89","28","61","74","21","53","23","5","18","105","42","63","5790","2142","3648"
"32","597","0096","628114","0000","000000","KERALA","Kottayam","VILLAGE","Monippally","Rural","2708","10733","5253","5480","878","434","444","621","307","314","37","17","20","9512","4693","4819","1221","560","661","4370","2990","1380","3010","2208","802","609","566","43","267","202","65","77","56","21","2057","1384","673","1360","782","578","190","147","43","233","169","64","104","31","73","833","435","398","1020","642","378","150","130","20","177","133","44","54","19","35","639","360","279","340","140","200","40","17","23","56","36","20","50","12","38","194","75","119","6363","2263","4100"
"32","597","0096","628115","0000","000000","KERALA","Kottayam","VILLAGE","Uzhavoor","Rural","2454","9063","4485","4578","777","369","408","552","255","297","29","15","14","7997","3990","4007","1066","495","571","3443","2439","1004","2672","2015","657","473","421","52","326","239","87","45","27","18","1828","1328","500","771","424","347","106","87","19","76","54","22","21","11","10","568","272","296","604","353","251","75","63","12","57","42","15","16","7","9","456","241","215","167","71","96","31","24","7","19","12","7","5","4","1","112","31","81","5620","2046","3574"
"32","597","0096","628116","0000","000000","KERALA","Kottayam","VILLAGE","Vellilappally (Part)","Rural","3675","15208","7517","7691","1289","647","642","872","425","447","53","26","27","13572","6760","6812","1636","757","879","5681","4200","1481","4829","3728","1101","681","652","29","534","451","83","56","41","15","3558","2584","974","852","472","380","89","65","24","123","85","38","31","3","28","609","319","290","731","433","298","84","63","21","97","75","22","26","3","23","524","292","232","121","39","82","5","2","3","26","10","16","5","0","5","85","27","58","9527","3317","6210"
"32","597","0096","628117","0000","000000","KERALA","Kottayam","VILLAGE","Ramapuram (Part)","Rural","3421","14187","7052","7135","1248","659","589","429","218","211","65","32","33","12630","6270","6360","1557","782","775","5852","4039","1813","4642","3606","1036","697","641","56","265","219","46","93","82","11","3587","2664","923","1210","433","777","85","65","20","134","87","47","117","15","102","874","266","608","1001","388","613","84","65","19","109","76","33","98","15","83","710","232","478","209","45","164","1","0","1","25","11","14","19","0","19","164","34","130","8335","3013","5322"
"32","597","0096","628127","0000","000000","KERALA","Kottayam","VILLAGE","Kurichithanam","Rural","2302","9383","4734","4649","766","389","377","482","247","235","24","9","15","8341","4208","4133","1042","526","516","3912","2757","1155","3098","2383","715","464","443","21","379","313","66","51","39","12","2204","1588","616","814","374","440","55","46","9","128","90","38","31","15","16","600","223","377","621","316","305","38","33","5","102","74","28","21","12","9","460","197","263","193","58","135","17","13","4","26","16","10","10","3","7","140","26","114","5471","1977","3494"
"32","597","0096","628128","0000","000000","KERALA","Kottayam","VILLAGE","Kuravilangad","Rural","4381","18033","8862","9171","1564","797","767","712","337","375","93","44","49","16060","7916","8144","1973","946","1027","7054","4886","2168","5747","4257","1490","1036","977","59","422","354","68","102","79","23","4187","2847","1340","1307","629","678","103","72","31","300","166","134","32","11","21","872","380","492","1075","557","518","99","70","29","278","158","120","22","7","15","676","322","354","232","72","160","4","2","2","22","8","14","10","4","6","196","58","138","10979","3976","7003"
